gene_ids,uniprot_id,uniprot_genes
XLOC-013028#XLOC-013028,XLOC-013028#XLOC-013028,XLOC-013028#XLOC-013028
XLOC-013792#ZN622-HUMAN#Q969S3,Q969S3,ZNF622
XLOC-013031#XLOC-013031,XLOC-013031#XLOC-013031,XLOC-013031#XLOC-013031
gene-evm.model.ptg000010l.1201#P23A-BRANA#Q9FR62,Q9FR62,P23-1
XLOC-013032#XLOC-013032,XLOC-013032#XLOC-013032,XLOC-013032#XLOC-013032
XLOC-013035#HXA4-LINSA#P81192,P81192,HOXA4
XLOC-013033#XLOC-013033,XLOC-013033#XLOC-013033,XLOC-013033#XLOC-013033
XLOC-013034#PPCS-HUMAN#Q9HAB8,Q9HAB8,PPCS
XLOC-013037#PECR-MOUSE#Q99MZ7,Q99MZ7,Pecr
XLOC-013794#OCTC-BOVIN#O19094,O19094,CROT
XLOC-013038#EXOS4-BOVIN#Q7YRA3,Q7YRA3,EXOSC4
XLOC-013798#HEXC-OSTFU#Q06GJ0,Q06GJ0,XLOC-013798#HEXC-OSTFU#Q06GJ0
XLOC-013045#XLOC-013045,XLOC-013045#XLOC-013045,XLOC-013045#XLOC-013045
XLOC-013801#OVCA2-XENTR#A4II73,A4II73,ovca2
XLOC-013039#XLOC-013039,XLOC-013039#XLOC-013039,XLOC-013039#XLOC-013039
XLOC-013800#CF210-HUMAN#Q0VFZ6,Q0VFZ6,CFAP210
XLOC-013797#XLOC-013797,XLOC-013797#XLOC-013797,XLOC-013797#XLOC-013797
XLOC-013805#P23A-BRANA#Q9FR62,Q9FR62,P23-1
gene-evm.model.ptg000010l.1211#gene-evm.model.ptg000010l.1211,gene-evm.model.ptg000010l.1211#gene-evm.model.ptg000010l.1211,gene-evm.model.ptg000010l.1211#gene-evm.model.ptg000010l.1211
XLOC-013799#NEK10-HUMAN#Q6ZWH5,Q6ZWH5,NEK10
gene-evm.model.ptg000010l.1198#EF1B-RABIT#P34826,P34826,EEF1B
XLOC-013802#DNJC1-MOUSE#Q61712,Q61712,Dnajc1
XLOC-013043#XLOC-013043,XLOC-013043#XLOC-013043,XLOC-013043#XLOC-013043
XLOC-013049#PTF1A-DANRE#Q7ZSX3,Q7ZSX3,ptf1a
XLOC-013044#PHNX-PSEF5#Q4K9L7,Q4K9L7,phnX
XLOC-013803#XLOC-013803,XLOC-013803#XLOC-013803,XLOC-013803#XLOC-013803
XLOC-013804#XLOC-013804,XLOC-013804#XLOC-013804,XLOC-013804#XLOC-013804
gene-evm.model.ptg000010l.1190-1#VPS50-RAT#F1LSG8,F1LSG8,Vps50
XLOC-013046#ATO7A-XENLA#O13125,O13125,atoh7-a
XLOC-013812#AOFA-CANLF#P58027,P58027,MAOA
gene-evm.model.ptg000010l.1170#IGB1B-MOUSE#Q9QZ29,Q9QZ29,Igbp1b
XLOC-013051#PDP2-HUMAN#Q9P2J9,Q9P2J9,PDP2
gene-evm.model.ptg000010l.1192#MEIOC-MOUSE#A2AG06,A2AG06,Meioc
XLOC-013050#CCD89-MACFA#Q95JI9,Q95JI9,CCDC89
XLOC-013056#NDUA8-PONAB#P0CB91,P0CB91,NDUFA8
XLOC-013059#RAB1B-MACFA#Q4R8X3,Q4R8X3,RAB1B
XLOC-013819#VATF-HUMAN#Q16864,Q16864,ATP6V1F
XLOC-013060#CC177-MOUSE#Q3UHB8,Q3UHB8,Ccdc177
XLOC-013823#HDAC4-CHICK#P83038,P83038,HDAC4
XLOC-013811#OPSC1-HEMSA#Q25157,Q25157,XLOC-013811#OPSC1-HEMSA#Q25157
XLOC-013814#MFSD6-MOUSE#Q8CBH5,Q8CBH5,Mfsd6
gene-evm.model.ptg000010l.1182,gene-evm.model.ptg000010l.1182,gene-evm.model.ptg000010l.1182
XLOC-013058#XLOC-013058,XLOC-013058#XLOC-013058,XLOC-013058#XLOC-013058
XLOC-013826#GTPB4-MOUSE#Q99ME9,Q99ME9,Gtpbp4
gene-evm.model.ptg000010l.1180#STRAA-MOUSE#Q3UUJ4,Q3UUJ4,Strada
XLOC-013825#DC2I1-HUMAN#Q8WVS4,Q8WVS4,DYNC2I1
XLOC-013816#PA2-BOMTE#P82971,P82971,XLOC-013816#PA2-BOMTE#P82971
XLOC-013817#XLOC-013817,XLOC-013817#XLOC-013817,XLOC-013817#XLOC-013817
XLOC-013818#DCLK1-HUMAN#O15075,O15075,DCLK1
gene-evm.model.ptg000010l.1163#MIOSA-XENLA#Q5U5D4,Q5U5D4,mios-a
XLOC-013834#AGRL3-HUMAN#Q9HAR2,Q9HAR2,ADGRL3
XLOC-013821#XLOC-013821,XLOC-013821#XLOC-013821,XLOC-013821#XLOC-013821
XLOC-013822#FMC1-NEMVE#A7S1A4,A7S1A4,v1g242151
XLOC-013066#S39AA-DANRE#Q6PEH9,Q6PEH9,slc39a10
XLOC-013069#SORCN-HUMAN#P30626,P30626,SRI
XLOC-013073#DCE1-PIG#P48319,P48319,GAD1
XLOC-013070#FER-MOUSE#P70451,P70451,Fer
XLOC-013065#LOX5-HUMAN#P09917,P09917,ALOX5
XLOC-013068#MTX2-PIG#Q2L969,Q2L969,MTX2
XLOC-013067#XLOC-013067,XLOC-013067#XLOC-013067,XLOC-013067#XLOC-013067
gene-evm.model.ptg000010l.1149#FAT3-MOUSE#Q8BNA6,Q8BNA6,Fat3
gene-evm.model.ptg000010l.1161#MTX2-PIG#Q2L969,Q2L969,MTX2
XLOC-013827#F221A-RAT#Q4V8D7,Q4V8D7,Fam221a
XLOC-013828#XLOC-013828,XLOC-013828#XLOC-013828,XLOC-013828#XLOC-013828
XLOC-013077#FAT-DROME#P33450,P33450,ft
XLOC-013072#XLOC-013072,XLOC-013072#XLOC-013072,XLOC-013072#XLOC-013072
XLOC-013833#TM245-HUMAN#Q9H330,Q9H330,TMEM245
XLOC-013074#XLOC-013074,XLOC-013074#XLOC-013074,XLOC-013074#XLOC-013074
XLOC-013829#UBQ8-ARATH#Q39256,Q39256,UBQ8
XLOC-013837#AKAP9-HUMAN#Q99996,Q99996,AKAP9
XLOC-013078#XLOC-013078,XLOC-013078#XLOC-013078,XLOC-013078#XLOC-013078
XLOC-013831#UN45B-DANRE#Q6DGE9,Q6DGE9,unc45b
XLOC-013079#LZTL1-RAT#Q562C6,Q562C6,Lztfl1
XLOC-013080#XLOC-013080,XLOC-013080#XLOC-013080,XLOC-013080#XLOC-013080
XLOC-013843#FTCD-HUMAN#O95954,O95954,FTCD
XLOC-013848#XLOC-013848,XLOC-013848#XLOC-013848,XLOC-013848#XLOC-013848
XLOC-013841#QTMAN-DANRE#Q568B7,Q568B7,gtdc1
XLOC-013835#TROPE-TALSN#B8M9K8,B8M9K8,tropE
XLOC-013836#ACR1-ACIAD#Q6F7B8,Q6F7B8,acr1
XLOC-013838#XLOC-013838,XLOC-013838#XLOC-013838,XLOC-013838#XLOC-013838
XLOC-013840#MARH8-BOVIN#Q0VD59,Q0VD59,MARCHF8
gene-evm.model.ptg000010l.1129#USOM5-ACRMI#B8VIU6,B8VIU6,gene-evm.model.ptg000010l.1129#USOM5-ACRMI#B8VIU6
XLOC-013082#USOM5-ACRMI#B8VIU6,B8VIU6,XLOC-013082#USOM5-ACRMI#B8VIU6
XLOC-013087#KCTD7-MOUSE#Q8BJK1,Q8BJK1,Kctd7
XLOC-013845#YMEL1-HUMAN#Q96TA2,Q96TA2,YME1L1
XLOC-013842#GAPR1-MOUSE#Q9CYL5,Q9CYL5,Glipr2
XLOC-013844#S12A2-SQUAC#P55013,P55013,SLC12A2
XLOC-013083#USOM5-ACRMI#B8VIU6,B8VIU6,XLOC-013083#USOM5-ACRMI#B8VIU6
XLOC-013847#PUR9-CHICK#P31335,P31335,ATIC
gene-evm.model.ptg000010l.1122-1#KCD21-HUMAN#Q4G0X4,Q4G0X4,KCTD21
XLOC-013086#KCTD7-CHICK#Q5ZJP7,Q5ZJP7,KCTD7
XLOC-013857#ITAV-MOUSE#P43406,P43406,Itgav
XLOC-013850#KCTD6-MOUSE#Q8BNL5,Q8BNL5,Kctd6
XLOC-013097#FA10-TROCA#Q4QXT9,Q4QXT9,F10
XLOC-013852#XLOC-013852,XLOC-013852#XLOC-013852,XLOC-013852#XLOC-013852
XLOC-013853#FIP2-ARATH#Q9SE95,Q9SE95,FIP2
XLOC-013854#PPCT-BOVIN#P02720,P02720,PCTP
XLOC-013093#FIP2-ARATH#Q9SE95,Q9SE95,FIP2
XLOC-013862#HECW2-MOUSE#Q6I6G8,Q6I6G8,Hecw2
XLOC-013098#FBP3-STRPU#P49013,P49013,EGF3
XLOC-013864#CAH7-HUMAN#P43166,P43166,CA7
XLOC-013859#XLOC-013859,XLOC-013859#XLOC-013859,XLOC-013859#XLOC-013859
XLOC-013866#CLN5A-DICDI#Q86JG6,Q86JG6,cln5la
XLOC-013863#CAH7-HUMAN#P43166,P43166,CA7
XLOC-013096#XLOC-013096,XLOC-013096#XLOC-013096,XLOC-013096#XLOC-013096
XLOC-013865#MVD1-MOUSE#Q99JF5,Q99JF5,Mvd
XLOC-013876#TRPCG-DROME#A8DYE2,A8DYE2,Trpm
XLOC-013867#MMAD-MOUSE#Q99LS1,Q99LS1,Mmadhc
XLOC-013868#XLOC-013868,XLOC-013868#XLOC-013868,XLOC-013868#XLOC-013868
gene-evm.model.ptg000010l.1092,gene-evm.model.ptg000010l.1092,gene-evm.model.ptg000010l.1092
gene-evm.model.ptg000010l.1091,gene-evm.model.ptg000010l.1091,gene-evm.model.ptg000010l.1091
XLOC-013871#P4H11-ARATH#Q9SZT0,Q9SZT0,P4H11
XLOC-013872#XLOC-013872,XLOC-013872#XLOC-013872,XLOC-013872#XLOC-013872
XLOC-013886#XLOC-013886,XLOC-013886#XLOC-013886,XLOC-013886#XLOC-013886
XLOC-013105#PTPR2-RAT#Q63475,Q63475,Ptprn2
XLOC-013099#FA9-BOVIN#P00741,P00741,F9
XLOC-013100#EYS-DROME#A0A1F4,A0A1F4,eys
XLOC-013883#FA5-HUMAN#P12259,P12259,F5
XLOC-013879#TM198-XENTR#Q6DFQ7,Q6DFQ7,tmem198
XLOC-013102#XLOC-013102,XLOC-013102#XLOC-013102,XLOC-013102#XLOC-013102
XLOC-013878#XLOC-013878,XLOC-013878#XLOC-013878,XLOC-013878#XLOC-013878
XLOC-013880#BMI1B-DANRE#Q7T3E6,Q7T3E6,bmi1b
XLOC-013113#XLOC-013113,XLOC-013113#XLOC-013113,XLOC-013113#XLOC-013113
gene-evm.model.ptg000010l.1075#TRPCG-DROME#A8DYE2,A8DYE2,Trpm
XLOC-013104#TRPCG-DROME#A8DYE2,A8DYE2,Trpm
XLOC-013106#XLOC-013106,XLOC-013106#XLOC-013106,XLOC-013106#XLOC-013106
XLOC-013884#S2513-RAT#F1LZW6,F1LZW6,Slc25a13
XLOC-013112#XLOC-013112,XLOC-013112#XLOC-013112,XLOC-013112#XLOC-013112
XLOC-013110#IDI1-BOVIN#Q1LZ95,Q1LZ95,IDI1
XLOC-013881#XLOC-013881,XLOC-013881#XLOC-013881,XLOC-013881#XLOC-013881
XLOC-013109#XLOC-013109,XLOC-013109#XLOC-013109,XLOC-013109#XLOC-013109
gene-evm.model.ptg000010l.1054-1#SYMC-XENLA#Q6PF21,Q6PF21,mars1
gene-evm.model.ptg000010l.1064,gene-evm.model.ptg000010l.1064,gene-evm.model.ptg000010l.1064
XLOC-013125#GALT3-MOUSE#P70419,P70419,Galnt3
XLOC-013885#DHCR7-MOUSE#O88455,O88455,Dhcr7
XLOC-013134#RND3-HUMAN#P61587,P61587,RND3
XLOC-013120#FAIM1-RAT#Q8R5H8,Q8R5H8,Faim
XLOC-013114#XLOC-013114,XLOC-013114#XLOC-013114,XLOC-013114#XLOC-013114
gene-evm.model.ptg000010l.1046,gene-evm.model.ptg000010l.1046,gene-evm.model.ptg000010l.1046
XLOC-013121#XLOC-013121,XLOC-013121#XLOC-013121,XLOC-013121#XLOC-013121
gene-evm.model.ptg000010l.1044#TSN31-BOVIN#Q32KP1,Q32KP1,TSPAN31
XLOC-013115#XLOC-013115,XLOC-013115#XLOC-013115,XLOC-013115#XLOC-013115
XLOC-013116#ATF3-BOVIN#Q2KII1,Q2KII1,ATF3
XLOC-013117#KANL2-MOUSE#Q8BQR4,Q8BQR4,Kansl2
XLOC-013892#NFX1-BOVIN#A6QLA0,A6QLA0,NFX1
gene-evm.model.ptg000010l.1051,gene-evm.model.ptg000010l.1051,gene-evm.model.ptg000010l.1051
XLOC-013890#XLOC-013890,XLOC-013890#XLOC-013890,XLOC-013890#XLOC-013890
XLOC-013132#ARF1-DROME#P61209,P61209,Arf1
XLOC-013894#ATS14-HUMAN#Q8WXS8,Q8WXS8,ADAMTS14
XLOC-013895#RFT1-XENTR#Q0D2E8,Q0D2E8,rft1
gene-evm.model.ptg000010l.1016#NDUS1-RAT#Q66HF1,Q66HF1,Ndufs1
XLOC-013124#GALT5-CAEEL#Q95ZJ1,Q95ZJ1,gly-5
XLOC-013904#XLOC-013904,XLOC-013904#XLOC-013904,XLOC-013904#XLOC-013904
XLOC-013910#RL27-HIPCM#P61359,P61359,rpl27
XLOC-013896#XLOC-013896,XLOC-013896#XLOC-013896,XLOC-013896#XLOC-013896
XLOC-013126#HEY2-DANRE#Q9I9L0,Q9I9L0,hey2
XLOC-013897#XLOC-013897,XLOC-013897#XLOC-013897,XLOC-013897#XLOC-013897
XLOC-013127#MR1AA-DANRE#P51046,P51046,mtnr1aa
XLOC-013903#XLOC-013903,XLOC-013903#XLOC-013903,XLOC-013903#XLOC-013903
XLOC-013128#XLOC-013128,XLOC-013128#XLOC-013128,XLOC-013128#XLOC-013128
XLOC-013129#SOAT1-MOUSE#Q61263,Q61263,Soat1
gene-evm.model.ptg000010l.1032#SPOPB-XENLA#Q0IHH9,Q0IHH9,spop-b
XLOC-013899#XLOC-013899,XLOC-013899#XLOC-013899,XLOC-013899#XLOC-013899
gene-evm.model.ptg000010l.1030#MLC2-DROME#P54357,P54357,Mlc-c
XLOC-013900#MLC2-DROME#P54357,P54357,Mlc-c
XLOC-013133#ARF1-DROME#P61209,P61209,Arf1
XLOC-013902#HUS1-MOUSE#Q8BQY8,Q8BQY8,Hus1
gene-evm.model.ptg000010l.1012,gene-evm.model.ptg000010l.1012,gene-evm.model.ptg000010l.1012
XLOC-013142#XLOC-013142,XLOC-013142#XLOC-013142,XLOC-013142#XLOC-013142
XLOC-013911#KINH-DORPE#P21613,P21613,XLOC-013911#KINH-DORPE#P21613
XLOC-013135#XLOC-013135,XLOC-013135#XLOC-013135,XLOC-013135#XLOC-013135
gene-evm.model.ptg000010l.1018,gene-evm.model.ptg000010l.1018,gene-evm.model.ptg000010l.1018
XLOC-013907#RM02-RAT#Q498T4,Q498T4,Mrpl2
gene-evm.model.ptg000010l.1002#gene-evm.model.ptg000010l.1002,gene-evm.model.ptg000010l.1002#gene-evm.model.ptg000010l.1002,gene-evm.model.ptg000010l.1002#gene-evm.model.ptg000010l.1002
XLOC-013143#XLOC-013143,XLOC-013143#XLOC-013143,XLOC-013143#XLOC-013143
XLOC-013138#S2540-BOVIN#Q0VCH6,Q0VCH6,SLC25A40
XLOC-013141#XLOC-013141,XLOC-013141#XLOC-013141,XLOC-013141#XLOC-013141
gene-evm.model.ptg000010l.1008#gene-evm.model.ptg000010l.1008,gene-evm.model.ptg000010l.1008#gene-evm.model.ptg000010l.1008,gene-evm.model.ptg000010l.1008#gene-evm.model.ptg000010l.1008
XLOC-013918#XLOC-013918,XLOC-013918#XLOC-013918,XLOC-013918#XLOC-013918
XLOC-013912#MT21A-BOVIN#A4FV42,A4FV42,METTL21A
XLOC-013146#NMUR2-HUMAN#Q9GZQ4,Q9GZQ4,NMUR2
XLOC-013913#XLOC-013913,XLOC-013913#XLOC-013913,XLOC-013913#XLOC-013913
XLOC-013915#OPRX-PIG#P79292,P79292,OPRL1
XLOC-013149#SSR1-CANLF#Q49LX5,Q49LX5,SSTR1
XLOC-013153#XLOC-013153,XLOC-013153#XLOC-013153,XLOC-013153#XLOC-013153
XLOC-013916#XLOC-013916,XLOC-013916#XLOC-013916,XLOC-013916#XLOC-013916
XLOC-013917#CCKAR-XENLA#P70031,P70031,cckar
XLOC-013921#XLOC-013921,XLOC-013921#XLOC-013921,XLOC-013921#XLOC-013921
XLOC-013923#XLOC-013923,XLOC-013923#XLOC-013923,XLOC-013923#XLOC-013923
XLOC-013164#XLOC-013164,XLOC-013164#XLOC-013164,XLOC-013164#XLOC-013164
XLOC-013156#XLOC-013156,XLOC-013156#XLOC-013156,XLOC-013156#XLOC-013156
XLOC-013166#ADAM8-MOUSE#Q05910,Q05910,Adam8
XLOC-013160#XLOC-013160,XLOC-013160#XLOC-013160,XLOC-013160#XLOC-013160
XLOC-013924#XLOC-013924,XLOC-013924#XLOC-013924,XLOC-013924#XLOC-013924
gene-evm.model.ptg000010l.950#TT21B-HUMAN#Q7Z4L5,Q7Z4L5,TTC21B
XLOC-013927#OPRK-HUMAN#P41145,P41145,OPRK1
XLOC-013165#NMUR2-RAT#Q9ESQ4,Q9ESQ4,Nmur2
XLOC-013167#ADAM9-HUMAN#Q13443,Q13443,ADAM9
XLOC-013172#XLOC-013172,XLOC-013172#XLOC-013172,XLOC-013172#XLOC-013172
XLOC-013168#XLOC-013168,XLOC-013168#XLOC-013168,XLOC-013168#XLOC-013168
XLOC-013169#CNTP1-RAT#P97846,P97846,Cntnap1
XLOC-013176#XLOC-013176,XLOC-013176#XLOC-013176,XLOC-013176#XLOC-013176
XLOC-013173#XLOC-013173,XLOC-013173#XLOC-013173,XLOC-013173#XLOC-013173
XLOC-013937#CISD3-HUMAN#P0C7P0,P0C7P0,CISD3
XLOC-013174#XLOC-013174,XLOC-013174#XLOC-013174,XLOC-013174#XLOC-013174
gene-evm.model.ptg000010l.937#AGAP1-HUMAN#Q9UPQ3,Q9UPQ3,AGAP1
XLOC-013931#XLOC-013931,XLOC-013931#XLOC-013931,XLOC-013931#XLOC-013931
XLOC-013181#TWIST-XENLA#P13903,P13903,twist1
gene-evm.model.ptg000010l.948#GATD1-DANRE#Q1L8G7,Q1L8G7,gatad1
XLOC-013183#XLOC-013183,XLOC-013183#XLOC-013183,XLOC-013183#XLOC-013183
XLOC-013935#XLOC-013935,XLOC-013935#XLOC-013935,XLOC-013935#XLOC-013935
XLOC-013197#TXTPB-DANRE#F1R4U0,F1R4U0,slc25a1b
XLOC-013189#AGAP1-HUMAN#Q9UPQ3,Q9UPQ3,AGAP1
gene-evm.model.ptg000010l.933#gene-evm.model.ptg000010l.933,gene-evm.model.ptg000010l.933#gene-evm.model.ptg000010l.933,gene-evm.model.ptg000010l.933#gene-evm.model.ptg000010l.933
XLOC-013943#MUTA-BOVIN#Q9GK13,Q9GK13,MMUT
XLOC-013936#XLOC-013936,XLOC-013936#XLOC-013936,XLOC-013936#XLOC-013936
XLOC-013190#XLOC-013190,XLOC-013190#XLOC-013190,XLOC-013190#XLOC-013190
XLOC-013948#YR571-MIMIV#Q5UR46,Q5UR46,MIMI_R571
XLOC-013192#XLOC-013192,XLOC-013192#XLOC-013192,XLOC-013192#XLOC-013192
XLOC-013940#HCN2-HUMAN#Q9UL51,Q9UL51,HCN2
XLOC-013195#XLOC-013195,XLOC-013195#XLOC-013195,XLOC-013195#XLOC-013195
XLOC-013941#XLOC-013941,XLOC-013941#XLOC-013941,XLOC-013941#XLOC-013941
gene-evm.model.ptg000010l.924,gene-evm.model.ptg000010l.924,gene-evm.model.ptg000010l.924
gene-evm.model.ptg000010l.917#GALT1-MOUSE#O08912,O08912,Galnt1
XLOC-013958#UTP17-SCHPO#O13878,O13878,utp17
XLOC-013196#HOP2-XENLA#Q63ZL2,Q63ZL2,psmc3ip
XLOC-013947#TSN31-DANRE#Q7ZUB3,Q7ZUB3,tspan31
XLOC-013955#PAPD1-HUMAN#Q9NVV4,Q9NVV4,MTPAP
XLOC-013198#S12A2-HUMAN#P55011,P55011,SLC12A2
gene-evm.model.ptg000010l.901#LYCHS-HUMAN#Q7Z3F1,Q7Z3F1,GPR155
gene-evm.model.ptg000010l.909#ZMY10-DANRE#F1QN74,F1QN74,zmynd10
XLOC-013950#XLOC-013950,XLOC-013950#XLOC-013950,XLOC-013950#XLOC-013950
XLOC-013953#XLOC-013953,XLOC-013953#XLOC-013953,XLOC-013953#XLOC-013953
XLOC-013954#HPSE-HUMAN#Q9Y251,Q9Y251,HPSE
XLOC-013200#ZMY10-DANRE#F1QN74,F1QN74,zmynd10
XLOC-013201#XLOC-013201,XLOC-013201#XLOC-013201,XLOC-013201#XLOC-013201
XLOC-013202#BL1S1-MOUSE#O55102,O55102,Bloc1s1
XLOC-013209#XLOC-013209,XLOC-013209#XLOC-013209,XLOC-013209#XLOC-013209
XLOC-013203#XLOC-013203,XLOC-013203#XLOC-013203,XLOC-013203#XLOC-013203
XLOC-013204#XLOC-013204,XLOC-013204#XLOC-013204,XLOC-013204#XLOC-013204
XLOC-013216#RS13-BOVIN#Q56JX8,Q56JX8,RPS13
XLOC-013205#XLOC-013205,XLOC-013205#XLOC-013205,XLOC-013205#XLOC-013205
XLOC-013206#XLOC-013206,XLOC-013206#XLOC-013206,XLOC-013206#XLOC-013206
XLOC-013211#XLOC-013211,XLOC-013211#XLOC-013211,XLOC-013211#XLOC-013211
XLOC-013210#XLOC-013210,XLOC-013210#XLOC-013210,XLOC-013210#XLOC-013210
gene-evm.model.ptg000010l.880#PSA2-BOVIN#Q3T0Y5,Q3T0Y5,PSMA2
XLOC-013213#XLOC-013213,XLOC-013213#XLOC-013213,XLOC-013213#XLOC-013213
XLOC-013215#XLOC-013215,XLOC-013215#XLOC-013215,XLOC-013215#XLOC-013215
XLOC-013971#XLOC-013971,XLOC-013971#XLOC-013971,XLOC-013971#XLOC-013971
XLOC-013966#XLOC-013966,XLOC-013966#XLOC-013966,XLOC-013966#XLOC-013966
XLOC-013972#SNX4-MOUSE#Q91YJ2,Q91YJ2,Snx4
gene-evm.model.ptg000010l.880-1,gene-evm.model.ptg000010l.880-1,gene-evm.model.ptg000010l.880-1
XLOC-013973#SMAD1-BOVIN#Q1JQA2,Q1JQA2,SMAD1
XLOC-013217#XLOC-013217,XLOC-013217#XLOC-013217,XLOC-013217#XLOC-013217
XLOC-013970#XLOC-013970,XLOC-013970#XLOC-013970,XLOC-013970#XLOC-013970
XLOC-013219#XLOC-013219,XLOC-013219#XLOC-013219,XLOC-013219#XLOC-013219
XLOC-013982#AATF-CHICK#Q5ZIM6,Q5ZIM6,AATF
gene-evm.model.ptg000010l.867#DUS3L-XENTR#Q28BT8,Q28BT8,dus3l
XLOC-013977#CDV3A-XENLA#Q7ZYA6,Q7ZYA6,cdv3-a
XLOC-013981#XLOC-013981,XLOC-013981#XLOC-013981,XLOC-013981#XLOC-013981
XLOC-013226#HIBCH-DANRE#Q58EB4,Q58EB4,hibch
XLOC-013225#CNPY4-HUMAN#Q8N129,Q8N129,CNPY4
XLOC-013978#XLOC-013978,XLOC-013978#XLOC-013978,XLOC-013978#XLOC-013978
XLOC-013979#XLOC-013979,XLOC-013979#XLOC-013979,XLOC-013979#XLOC-013979
XLOC-013223#XLOC-013223,XLOC-013223#XLOC-013223,XLOC-013223#XLOC-013223
gene-evm.model.ptg000010l.853-1#S35B1-BOVIN#Q8MII5,Q8MII5,SLC35B1
XLOC-013983#PFD5-BOVIN#Q8HYI9,Q8HYI9,PFDN5
XLOC-013985#XLOC-013985,XLOC-013985#XLOC-013985,XLOC-013985#XLOC-013985
XLOC-013227#XLOC-013227,XLOC-013227#XLOC-013227,XLOC-013227#XLOC-013227
XLOC-013230#XLOC-013230,XLOC-013230#XLOC-013230,XLOC-013230#XLOC-013230
XLOC-013986#XLOC-013986,XLOC-013986#XLOC-013986,XLOC-013986#XLOC-013986
gene-evm.model.ptg000010l.831,gene-evm.model.ptg000010l.831,gene-evm.model.ptg000010l.831
XLOC-013989#XLOC-013989,XLOC-013989#XLOC-013989,XLOC-013989#XLOC-013989
XLOC-013990#XLOC-013990,XLOC-013990#XLOC-013990,XLOC-013990#XLOC-013990
XLOC-013991#XLOC-013991,XLOC-013991#XLOC-013991,XLOC-013991#XLOC-013991
XLOC-013994#COBA1-HUMAN#P12107,P12107,COL11A1
XLOC-013234#XLOC-013234,XLOC-013234#XLOC-013234,XLOC-013234#XLOC-013234
XLOC-013993#XLOC-013993,XLOC-013993#XLOC-013993,XLOC-013993#XLOC-013993
XLOC-013238#XLOC-013238,XLOC-013238#XLOC-013238,XLOC-013238#XLOC-013238
XLOC-014000#XLOC-014000,XLOC-014000#XLOC-014000,XLOC-014000#XLOC-014000
XLOC-014004#XLOC-014004,XLOC-014004#XLOC-014004,XLOC-014004#XLOC-014004
XLOC-014007#SNX13-MOUSE#Q6PHS6,Q6PHS6,Snx13
XLOC-013996#XLOC-013996,XLOC-013996#XLOC-013996,XLOC-013996#XLOC-013996
XLOC-013998#XLOC-013998,XLOC-013998#XLOC-013998,XLOC-013998#XLOC-013998
gene-evm.model.ptg000010l.826,gene-evm.model.ptg000010l.826,gene-evm.model.ptg000010l.826
XLOC-014001#YI31B-YEAST#Q7LHG5,Q7LHG5,TY3B-I
gene-evm.model.ptg000010l.823,gene-evm.model.ptg000010l.823,gene-evm.model.ptg000010l.823
XLOC-013242#XLOC-013242,XLOC-013242#XLOC-013242,XLOC-013242#XLOC-013242
XLOC-014006#RTBS-DROME#Q95SX7,Q95SX7,RTase
gene-evm.model.ptg000010l.809-1,gene-evm.model.ptg000010l.809-1,gene-evm.model.ptg000010l.809-1
XLOC-014017#XLOC-014017,XLOC-014017#XLOC-014017,XLOC-014017#XLOC-014017
XLOC-014024#VPP1-BOVIN#Q29466,Q29466,ATP6V0A1
XLOC-014014#XLOC-014014,XLOC-014014#XLOC-014014,XLOC-014014#XLOC-014014
XLOC-014015#XLOC-014015,XLOC-014015#XLOC-014015,XLOC-014015#XLOC-014015
XLOC-014009#XLOC-014009,XLOC-014009#XLOC-014009,XLOC-014009#XLOC-014009
gene-evm.model.ptg000010l.806,gene-evm.model.ptg000010l.806,gene-evm.model.ptg000010l.806
XLOC-013257#XLOC-013257,XLOC-013257#XLOC-013257,XLOC-013257#XLOC-013257
XLOC-013258#RTJK-DROME#P21328,P21328,pol
XLOC-014021#XLOC-014021,XLOC-014021#XLOC-014021,XLOC-014021#XLOC-014021
XLOC-014022#RTXE-DROME#Q9NBX4,Q9NBX4,X-element\ORF2
XLOC-013267#XLOC-013267,XLOC-013267#XLOC-013267,XLOC-013267#XLOC-013267
XLOC-014026#XLOC-014026,XLOC-014026#XLOC-014026,XLOC-014026#XLOC-014026
XLOC-013264#XLOC-013264,XLOC-013264#XLOC-013264,XLOC-013264#XLOC-013264
XLOC-013265#RTJK-DROME#P21328,P21328,pol
XLOC-013268#BRCA1-RAT#O54952,O54952,Brca1
XLOC-013299#SMAD4-MOUSE#P97471,P97471,Smad4
XLOC-013277#SODM-MACFU#Q8HXP4,Q8HXP4,SOD2
XLOC-013270#XLOC-013270,XLOC-013270#XLOC-013270,XLOC-013270#XLOC-013270
XLOC-014030#XLOC-014030,XLOC-014030#XLOC-014030,XLOC-014030#XLOC-014030
XLOC-014033#XLOC-014033,XLOC-014033#XLOC-014033,XLOC-014033#XLOC-014033
gene-evm.model.ptg000010l.759,gene-evm.model.ptg000010l.759,gene-evm.model.ptg000010l.759
XLOC-013282#XLOC-013282,XLOC-013282#XLOC-013282,XLOC-013282#XLOC-013282
XLOC-013289#XLOC-013289,XLOC-013289#XLOC-013289,XLOC-013289#XLOC-013289
XLOC-014038#XLOC-014038,XLOC-014038#XLOC-014038,XLOC-014038#XLOC-014038
XLOC-014039#XLOC-014039,XLOC-014039#XLOC-014039,XLOC-014039#XLOC-014039
